evt_block_time,supply_apy,variable_borrow_apy,stable_borrow_apy,liquidity_usd,liquidity_usdc,liquidity_weth,total_liquidity,Lido staking APR(instant),Lido staking APR(ma_7),CL APR,EL APR,avg_funding_rate_geo,weth_reserve,usdc_reserve,weth_price,usdc_price,trading_volume,eth_usd,steth_usd
2021-11-12,0.00880306340403079,0.3310937184525876,3.413867148065734,152287374.29,36003227.081257,24866.514565451576,-0.06613763320135721,0.054134646207043335,0.0544766212883156,5.413,0.0,0.094794,-0.7838091898444798,0.8252224902337836,4643.65506944444,4676.334791666666,85612.72343749306,4675.837249627286,4643.161758552702
2021-11-13,0.009092247986408336,0.33705797108081,3.4213224638510122,33310069.65,15532173.645752994,3826.0373431524727,-0.06475368806442748,0.05377152177020372,0.05435100758942922,5.377,0.0,0.096317,0.03039307580250803,0.03164641602048102,4618.822430555553,4646.55579861111,87623.33243796346,4646.480802371715,4618.749731371343
2021-11-14,0.00935125973534869,0.3408409472150593,3.426051184018824,193922604.84,20773692.838907,37566.531099806394,-0.05771222005971746,0.053775301587143165,0.054174463136966736,5.378,0.0,0.097673,0.23059962807886802,-0.1097749942938428,4578.444722222226,4609.126979166662,174273.99708796307,4608.957456551225,4578.2778986118965
2021-11-15,0.00946522813500328,0.34318721427665727,3.428984017845821,98418540.66,41552292.38798299,12198.895193614146,-0.05723559705199601,0.05358013108859794,0.05400365083357669,5.358,0.0,0.099099,-0.25366945946641023,0.28610657827093977,4636.872361111109,4661.590034722222,44284.10342197886,4661.230977812983,4636.4958979906105
2021-11-16,0.0094488016628626,0.34272680778782927,3.428408509734786,186779124.49,92250581.13450897,21938.083681954122,-0.05890249124803757,0.05380165101244083,0.05387961591230798,5.38,0.0,0.100483,-0.3026027386567661,-0.5497977905315572,4280.607951388887,4308.87878472222,74945.89040229507,4308.274723715405,4280.151941331276
2021-11-17,0.009426976538411003,0.34232565434611045,3.4279070679326376,232034250.61,66652323.949248,39370.39798345194,-0.05727364830669818,0.053232728370482985,0.053750587218799994,5.323,0.0,0.101469,0.019881925554939745,0.05778569752339369,4176.940624999998,4200.666875000002,103705.51070144704,4200.465969987121,4176.765735924051
2021-11-18,0.009403642166648105,0.34334531015737974,3.4291816376967246,161904277.26,61093157.23378602,24228.498049680427,-0.2664137048168674,0.053960759589305685,0.05375096280360257,5.396,0.0,0.102611,0.017882231276499967,0.016810060301061375,4147.197708333336,4160.848923611112,37462.152509820306,4159.651365421033,4145.870436075299
2021-11-19,0.01107302661059369,0.37522592273318245,3.469032403416478,34183853.08,16465946.156559,4297.301509781836,-0.26043182612568483,0.054756793480955634,0.053839840985590026,5.476,0.0,0.103714,0.812668230423518,-0.7388958992748701,4132.7385069444435,4123.030902777779,68470.36614587209,4122.038070028593,4131.632939423171
2021-11-20,0.011014436065492591,0.3742270493529083,3.467783811691135,89847644.79,28175181.163761996,14335.791522212561,-0.2612856718511278,0.054720169671496954,0.053975362114346184,5.472,0.0,0.104708,0.0914389711906263,0.9968495911396723,4291.27972222222,4301.992222222228,146474.7073511926,4300.9926133930585,4290.965316185052
2021-11-21,0.01114521677401599,0.37656496109184223,3.4707062013648025,19653871.69,13580786.322122,1397.154058210539,-0.26071590573498266,0.054010068702687875,0.054008900273709706,5.401,0.0,0.10557,0.2130829198498194,-0.12163656400029985,4332.057708333334,4346.754270833332,119540.31948988856,4346.106824991246,4331.999804799865
